,question,answer,context
1414,How many actions does it take to process the pandan leave?,2,"boil together the coconut water , pandan leaves and sugar until sugar dissolves completely and mixture thickens . remove the pandan leaves ( if using ) and add the vanilla extract . grate the coconut meat and cook in a pan with a little oil until it turns slightly brown . add syrup and thicken with a little flour or cornstarch diluted in equal parts water keep stirring so that syrup coats the coconut completely , mixture thickens and bukayo gets cooked completely . when cooked , transfer bukayo to a bowl . form into small balls while hot . use plastic wrap or wax paper to cushion your hands from the hot bukayo . "
1415,How many actions does it take to process the tomato?,1,"marinate the meat with garlic , onion and salt . fry the meat in hot oil in a covered pan with the onions , scallions and tomatoes . add water and stir to make a sauce . replace the cover and cook the meat for five minutes . remove the pieces of meat and grind . then add the ground meat to the sauce . blend . serve hot with beans and rice . "
1416,How many times is the cover used?,2,"marinate the meat with garlic , onion and salt . fry the meat in hot oil in a covered pan with the onions , scallions and tomatoes . add water and stir to make a sauce . replace the cover and cook the meat for five minutes . remove the pieces of meat and grind . then add the ground meat to the sauce . blend . serve hot with beans and rice . "
1417,How many actions does it take to process the bean?,1,"marinate the meat with garlic , onion and salt . fry the meat in hot oil in a covered pan with the onions , scallions and tomatoes . add water and stir to make a sauce . replace the cover and cook the meat for five minutes . remove the pieces of meat and grind . then add the ground meat to the sauce . blend . serve hot with beans and rice . "
1418,How many actions does it take to process the hot cereal?,1,"melt butter over medium heat in large nonstick skillet ; add apple slices . cook , tossing occasionally , about 10 minutes or until golden brown . stir in remaining ingredients ; cook , stirring , about 3 minutes until sauce thickens slightly . serve warm over pancakes , waffles , french toast or hot cereal . "
1419,How many times is the stove used?,3,"melt butter over medium heat in large nonstick skillet ; add apple slices . cook , tossing occasionally , about 10 minutes or until golden brown . stir in remaining ingredients ; cook , stirring , about 3 minutes until sauce thickens slightly . serve warm over pancakes , waffles , french toast or hot cereal . "
1420,How many actions does it take to process the french toast?,1,"melt butter over medium heat in large nonstick skillet ; add apple slices . cook , tossing occasionally , about 10 minutes or until golden brown . stir in remaining ingredients ; cook , stirring , about 3 minutes until sauce thickens slightly . serve warm over pancakes , waffles , french toast or hot cereal . "
1421,How many times is the spatula used?,3,"melt butter over medium heat in large nonstick skillet ; add apple slices . cook , tossing occasionally , about 10 minutes or until golden brown . stir in remaining ingredients ; cook , stirring , about 3 minutes until sauce thickens slightly . serve warm over pancakes , waffles , french toast or hot cereal . "
1422,How many actions does it take to process the shrimp paste?,1,"in a big , fresh wok or an earthenware pot , saute garlic and onion in oil . then add the pork and cook until the pork turns light brown in color and is tender . add the squash first and stir . then add the other vegetables . cover the pot or wok and let it simmer in low heat until vegetables are soft and tender . take the lid off and add the shrimp paste . be sure not to add a lot . the taste of each vegetable should still be intact . stir until liquid is nearly gone . serve hot and plain over rice or with other main dishes but scoop some of the contents into a large plate . "
1423,How many actions does it take to process the oil?,3,"heat half of the oil in a large pan . add the ribs to the pan and cook them for 4 minutes on each side until golden - brown in colour . remove them from the pan . add the rest of the oil to the same pan and saute the carrots , celery and onion for 5 minutes . when the vegetables are softened , return the ribs to the pan and pour over the stock . bring to the boil and simmer on a low heat for two hours . when the two hours have elapsed , pick out the rib bones and discard . cook the pasta according to packet instructions in a pan of boiling salted water until tender . drain well . serve the with ragu the cooked pasta and salad of your choice . "
1424,How many actions does it take to process the salad?,1,"heat half of the oil in a large pan . add the ribs to the pan and cook them for 4 minutes on each side until golden - brown in colour . remove them from the pan . add the rest of the oil to the same pan and saute the carrots , celery and onion for 5 minutes . when the vegetables are softened , return the ribs to the pan and pour over the stock . bring to the boil and simmer on a low heat for two hours . when the two hours have elapsed , pick out the rib bones and discard . cook the pasta according to packet instructions in a pan of boiling salted water until tender . drain well . serve the with ragu the cooked pasta and salad of your choice . "
1425,How many actions does it take to process the saffron?,1,"melt the butter in a pot , add all the vegetables and sweat for 4 - 6 minutes . add the stock , cream , sherry , tomato puree , saffron , vinegar and white wine . boil for 6 - 8 minutes . add the and bring to boil again , add the prawns . after this the soup may not boil . season with salt and pepper to taste and a little unmelted butter would not harm . "
1426,How many actions does it take to process the sherry?,1,"melt the butter in a pot , add all the vegetables and sweat for 4 - 6 minutes . add the stock , cream , sherry , tomato puree , saffron , vinegar and white wine . boil for 6 - 8 minutes . add the and bring to boil again , add the prawns . after this the soup may not boil . season with salt and pepper to taste and a little unmelted butter would not harm . "
